logged_at,city,station,target_date,txn,xnd,market_bucket_label,market_price,confidence,raw_score,recommendation,outcome_win,actual_high,app_bucket_label,app_market_price,app_outcome_win,actual_winning_bucket,actual_winning_bucket_app,notes
2026-07-11T06:07:42.715660+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.445,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.45 in 35-59% band
2026-07-11T06:07:43.019981+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.28,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-11T06:07:43.238592+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.455,0.928,2.56,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.46 in 35-59% band
2026-07-11T06:07:43.495629+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.11,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.11 outside 35-59% band
2026-07-11T06:07:43.780600+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.255,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.26 outside 35-59% band
2026-07-11T06:18:11.537949+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.425,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.42 in 35-59% band
2026-07-11T06:18:11.646841+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.28,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-11T06:18:11.750205+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.455,0.928,2.56,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.46 in 35-59% band
2026-07-11T06:18:11.849069+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.085,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.09 outside 35-59% band
2026-07-11T06:18:11.972125+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.255,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.26 outside 35-59% band
2026-07-11T06:41:19.679090+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.38,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.38 in 35-59% band
2026-07-11T06:41:19.794643+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.27,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.27 outside 35-59% band
2026-07-11T06:41:19.940832+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.455,0.928,2.56,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.46 in 35-59% band
2026-07-11T06:41:20.098551+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.11,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.11 outside 35-59% band
2026-07-11T06:41:20.237257+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.255,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.26 outside 35-59% band
2026-07-11T07:00:22.748724+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.43,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.43 in 35-59% band
2026-07-11T07:00:22.867170+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.285,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-11T07:00:22.975815+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.395,0.928,2.56,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.40 in 35-59% band
2026-07-11T07:00:23.076315+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.1,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.10 outside 35-59% band
2026-07-11T07:00:23.182308+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.265,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.27 outside 35-59% band
2026-07-11T07:03:01.954976+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.43,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.43 in 35-59% band
2026-07-11T07:03:02.083008+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.285,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-11T07:03:02.211984+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.395,0.928,2.56,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.40 in 35-59% band
2026-07-11T07:03:02.331206+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.1,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.10 outside 35-59% band
2026-07-11T07:03:02.507965+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.265,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.27 outside 35-59% band
2026-07-11T14:24:37.303784+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.535,0.993,4.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.54 in 35-59% band
2026-07-11T14:24:37.408698+00:00,SFO,KSFO,2026-07-12,72,3,72-73°F,0.15,0.711,0.9,SKIP,0,76.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.15 outside 35-59% band
2026-07-11T14:24:37.504422+00:00,MIA,KMIA,2026-07-12,94,2,94-95°F,0.345,0.853,1.76,GO,1,94.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
2026-07-11T14:24:37.611140+00:00,ORD,KORD,2026-07-12,82,1,82-83°F,0.085,0.984,4.1,GO,0,87.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.09 outside 35-59% band
2026-07-11T14:24:37.732876+00:00,LGA,KLGA,2026-07-12,82,3,82-83°F,0.255,0.711,0.9,SKIP,0,85.0,,,,,,latest TXN 82F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.26 outside 35-59% band
2026-07-11T14:24:57.986497+00:00,LAX,KLAX,2026-07-11,75,1,74-75°F,0.665,0.984,4.1,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 75.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.67 outside 35-59% band
2026-07-11T14:24:58.117373+00:00,SFO,KSFO,2026-07-11,72,3,72-73°F,0.185,0.711,0.9,SKIP,0,67.0,,,,,,latest TXN 72F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 72.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.18 outside 35-59% band
2026-07-11T14:24:58.251108+00:00,MIA,KMIA,2026-07-11,94,2,94-95°F,0.0555,0.853,1.76,GO,0,91.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 93.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.06 outside 35-59% band
2026-07-11T14:24:58.380942+00:00,ORD,KORD,2026-07-11,82,1,82-83°F,0.67,0.984,4.1,GO,1,82.0,,,,,,latest TXN 82F is inside/above bucket | XND=1 -> favorable low dispersion | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.67 outside 35-59% band
2026-07-11T14:24:58.519262+00:00,LGA,KLGA,2026-07-11,83,3,82-83°F,0.215,0.711,0.9,SKIP,1,83.0,,,,,,latest TXN 83F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | only 1 run(s) logged so far -- trend signal needs history to build up | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.21 outside 35-59% band
2026-07-12T04:25:45.887314+00:00,LAX,KLAX,2026-07-13,75,1,74-75°F,0.335,0.997,5.9,GO,1,75.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 0.0F over 2 runs | gridpoint forecast 76.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
2026-07-12T04:25:46.032574+00:00,SFO,KSFO,2026-07-13,77,3,76-77°F,0.325,0.455,-0.18,SKIP,1,79.0,,,,,,latest TXN 77F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 5.0F over 2 runs | gridpoint forecast 76.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.33 outside 35-59% band
2026-07-12T04:25:46.147452+00:00,MIA,KMIA,2026-07-13,95,2,94-95°F,0.44,0.999,6.7,GO,0,93.0,,,,,,latest TXN 95F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 1.0F over 2 runs | gridpoint forecast 94.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.44 in 35-59% band
2026-07-12T04:25:46.301524+00:00,ORD,KORD,2026-07-13,86,2,,,0.627,0.52,WATCH,,93.0,,,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 2 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-12T04:25:46.426596+00:00,LGA,KLGA,2026-07-13,85,2,84-85°F,0.395,0.996,5.62,GO,1,85.0,,,,,,latest TXN 85F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 2.0F over 2 runs | gridpoint forecast 85.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.40 in 35-59% band
2026-07-12T14:36:40.824696+00:00,LAX,KLAX,2026-07-12,75,1,74-75°F,0.33,0.997,5.9,GO,1,77.0,,,,,,latest TXN 75F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 0.0F over 2 runs | gridpoint forecast 76.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.33 outside 35-59% band
2026-07-12T14:36:41.054870+00:00,SFO,KSFO,2026-07-12,77,3,76-77°F,0.125,0.455,-0.18,SKIP,0,76.0,,,,,,latest TXN 77F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 5.0F over 2 runs | gridpoint forecast 77.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.12 outside 35-59% band
2026-07-12T14:36:41.348790+00:00,MIA,KMIA,2026-07-12,95,1,94-95°F,0.35,0.999,6.7,GO,1,94.0,,,,,,latest TXN 95F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 2 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.35 in 35-59% band
2026-07-12T14:36:41.600689+00:00,ORD,KORD,2026-07-12,86,2,86-87°F,0.47,0.979,3.82,GO,1,87.0,,,,,,latest TXN 86F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 2 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.47 in 35-59% band
2026-07-12T14:36:41.819382+00:00,LGA,KLGA,2026-07-12,84,2,84-85°F,0.395,0.999,6.7,GO,1,85.0,,,,,,latest TXN 84F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 1.0F over 2 runs | gridpoint forecast 85.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.40 in 35-59% band
2026-07-13T02:36:06.876049+00:00,LAX,KLAX,2026-07-13,76,1,76-77°F,0.445,0.987,4.36,GO,0,75.0,,,,,,latest TXN 76F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 73.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.45 in 35-59% band
2026-07-13T02:36:07.029117+00:00,SFO,KSFO,2026-07-13,81,3,80-81°F,0.0465,0.455,-0.18,SKIP,0,79.0,,,,,,latest TXN 81F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 9.0F over 3 runs | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.05 outside 35-59% band
2026-07-13T02:36:07.150107+00:00,MIA,KMIA,2026-07-13,95,1,94-95°F,0.39,0.999,6.7,GO,0,93.0,,,,,,latest TXN 95F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.39 in 35-59% band
2026-07-13T02:36:07.264701+00:00,ORD,KORD,2026-07-13,93,2,92-93°F,0.48,0.979,3.82,GO,1,93.0,,,,,,latest TXN 93F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 11.0F over 3 runs | gridpoint forecast 94.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.48 in 35-59% band
2026-07-13T02:36:07.410035+00:00,LGA,KLGA,2026-07-13,87,2,86-87°F,0.345,0.953,3.02,GO,0,85.0,,,,,,latest TXN 87F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
2026-07-14T19:42:19.356023+00:00,LAX,KLAX,2026-07-14,68,2,68-69°F,0.0005,0.953,3.02,GO,0,77.0,≤73°F,0.01,,,,latest TXN 68F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 8.0F over 3 runs | gridpoint forecast 76.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.00 outside 35-59% band
2026-07-14T19:42:19.498633+00:00,SFO,KSFO,2026-07-14,59,2,,,0.627,0.52,WATCH,,83.0,≤73°F,0.01,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 22.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-14T19:42:19.646324+00:00,MIA,KMIA,2026-07-14,80,2,,,0.627,0.52,WATCH,,94.0,≤89°F,0.01,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 15.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-14T19:42:19.810764+00:00,ORD,KORD,2026-07-14,76,2,,,0.627,0.52,WATCH,,96.0,≤93°F,0.01,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 17.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-14T19:42:19.958575+00:00,LGA,KLGA,2026-07-14,81,2,,,0.627,0.52,WATCH,,93.0,≤89°F,0.27,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 6.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-13T15:24:07.006144+00:00,LAX,KLAX,2026-07-14,76,1,76-77°F,0.45,0.987,4.36,GO,1,77.0,,,,,,latest TXN 76F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.45 in 35-59% band
2026-07-13T15:24:07.268984+00:00,SFO,KSFO,2026-07-14,81,3,80-81°F,0.06,0.455,-0.18,SKIP,1,83.0,,,,,,latest TXN 81F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 9.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.06 outside 35-59% band
2026-07-13T15:24:07.480220+00:00,MIA,KMIA,2026-07-14,95,1,94-95°F,0.52,0.999,6.7,GO,1,94.0,,,,,,latest TXN 95F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.52 in 35-59% band
2026-07-13T15:24:07.702778+00:00,ORD,KORD,2026-07-14,93,2,,,0.627,0.52,WATCH,,96.0,,,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 11.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-13T15:24:08.321514+00:00,LGA,KLGA,2026-07-14,87,2,,,0.627,0.52,WATCH,,93.0,,,,,,can't check TXN position -- missing: market bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 3 runs | can't check gridpoint agreement -- missing: market bucket | can't calc margin to edge -- missing: market bucket | no market price data
2026-07-13T15:48:56.658791+00:00,LAX,KLAX,2026-07-13,76,1,76-77°F,0.425,0.987,4.36,GO,0,75.0,,,,,,latest TXN 76F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.42 in 35-59% band
2026-07-13T15:48:56.814753+00:00,SFO,KSFO,2026-07-13,80,3,80-81°F,0.043,0.455,-0.18,SKIP,0,79.0,,,,,,latest TXN 80F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 8.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.04 outside 35-59% band
2026-07-13T15:48:56.992724+00:00,MIA,KMIA,2026-07-13,95,1,94-95°F,0.485,0.999,6.7,GO,0,93.0,,,,,,latest TXN 95F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.48 in 35-59% band
2026-07-13T15:48:57.177002+00:00,ORD,KORD,2026-07-13,94,2,94-95°F,0.275,0.953,3.02,GO,0,93.0,,,,,,latest TXN 94F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 12.0F over 3 runs | gridpoint forecast 94.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-13T15:48:57.534573+00:00,LGA,KLGA,2026-07-13,86,2,86-87°F,0.26,0.953,3.02,GO,0,85.0,,,,,,latest TXN 86F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.26 outside 35-59% band
2026-07-15T02:13:18.664217+00:00,LAX,KLAX,2026-07-15,81,2,80-81°F,0.525,0.979,3.82,GO,1,81.0,80-81°F,0.46,1,,,latest TXN 81F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 13.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.53 in 35-59% band
2026-07-15T02:13:18.976393+00:00,SFO,KSFO,2026-07-15,76,3,76-77°F,0.1305,0.074,-2.52,SKIP,0,74.0,75-76°F,0.33,0,,,latest TXN 76F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 22.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.13 outside 35-59% band
2026-07-15T02:13:19.210778+00:00,MIA,KMIA,2026-07-15,95,1,94-95°F,0.575,0.979,3.82,GO,0,94.0,94-95°F,0.51,1,,,latest TXN 95F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 15.0F over 3 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.57 in 35-59% band
2026-07-15T02:13:19.508955+00:00,ORD,KORD,2026-07-15,96,2,96-97°F,0.375,0.979,3.82,GO,0,95.0,96-97°F,0.42,0,,,latest TXN 96F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 20.0F over 3 runs | gridpoint forecast 96.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.38 in 35-59% band
2026-07-15T02:13:19.948345+00:00,LGA,KLGA,2026-07-15,100,2,100-101°F,0.185,0.664,0.68,WATCH,0,98.0,99-100°F,0.08,0,,,latest TXN 100F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 19.0F over 3 runs | gridpoint forecast 99.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.18 outside 35-59% band
2026-07-16T15:19:22.631098+00:00,LAX,KLAX,2026-07-16,80.0,3,80-81°F,0.465,0.65,0.62,SKIP,0,84.0,79-80°F,0.05,0,,,latest TXN 80.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 12.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.47 in 35-59% band
2026-07-16T15:19:22.792664+00:00,SFO,KSFO,2026-07-16,70.0,2,70-71°F,0.23,0.953,3.02,GO,0,69.0,70-71°F,0.33,0,,,latest TXN 70.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 11.0F over 3 runs | gridpoint forecast 70.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.23 outside 35-59% band
2026-07-16T15:19:23.017245+00:00,MIA,KMIA,2026-07-16,96.0,2,96-97°F,0.2995,0.953,3.02,GO,1,97.0,96-97°F,0.35,1,,,latest TXN 96.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 16.0F over 3 runs | gridpoint forecast 96.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.30 outside 35-59% band
