logged_at,city,station,target_date,txn,xnd,market_bucket_label,market_price,confidence,raw_score,recommendation,outcome_win,actual_high,app_bucket_label,app_market_price,app_outcome_win,actual_winning_bucket,actual_winning_bucket_app,notes
2026-07-16T15:19:23.285883+00:00,ORD,KORD,2026-07-16,91.0,3,90-91°F,0.395,0.65,0.62,SKIP,1,91.0,≤91°F,0.73,,,,latest TXN 91.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 15.0F over 3 runs | gridpoint forecast 91.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.40 in 35-59% band
2026-07-16T15:19:23.532713+00:00,LGA,KLGA,2026-07-16,95.0,3,94-95°F,0.05,0.074,-2.52,SKIP,0,88.0,95-96°F,0.01,0,,,latest TXN 95.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 14.0F over 3 runs | gridpoint forecast 92.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.05 outside 35-59% band
2026-07-17T14:59:46.335868+00:00,LAX,KLAX,2026-07-17,78.0,2,78-79°F,0.325,0.664,0.68,WATCH,0,86.0,77-78°F,0.08,0,86-87°F,≥81°F,latest TXN 78.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.33 outside 35-59% band
2026-07-17T14:59:46.560132+00:00,SFO,KSFO,2026-07-17,68.0,2,68-69°F,0.145,0.953,3.02,GO,0,68.0,68-69°F,0.31,1,66-67°F,68-69°F,latest TXN 68.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 68.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.14 outside 35-59% band
2026-07-17T14:59:46.835864+00:00,MIA,KMIA,2026-07-17,95.0,1,94-95°F,0.465,0.999,6.7,GO,0,94.0,94-95°F,0.51,1,92-93°F,94-95°F,latest TXN 95.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 95.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.47 in 35-59% band
2026-07-17T14:59:47.028976+00:00,ORD,KORD,2026-07-17,91.0,2,90-91°F,0.485,0.999,6.7,GO,0,92.0,91-92°F,0.32,0,92-93°F,,latest TXN 91.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 0.0F over 3 runs | gridpoint forecast 91.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.48 in 35-59% band
2026-07-17T14:59:47.264787+00:00,LGA,KLGA,2026-07-17,88.0,2,88-89°F,0.27,0.953,3.02,GO,0,88.0,87-88°F,0.3,0,86-87°F,85-86°F,latest TXN 88.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 7.0F over 3 runs | gridpoint forecast 89.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.27 outside 35-59% band
2026-07-18T14:36:11.424319+00:00,LAX,KLAX,2026-07-18,77.0,1,76-77°F,0.2,0.972,3.56,GO,0,78.0,76-77°F,0.06,0,78-79°F,,latest TXN 77.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 73.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.20 outside 35-59% band
2026-07-18T14:36:11.629512+00:00,SFO,KSFO,2026-07-18,69.0,2,68-69°F,0.345,0.992,4.82,GO,0,72.0,69-70°F,0.36,0,70-71°F,71-72°F,latest TXN 69.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 2.0F over 3 runs | gridpoint forecast 69.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
2026-07-18T14:36:11.964886+00:00,MIA,KMIA,2026-07-18,92.0,1,92-93°F,0.19,0.664,0.68,WATCH,0,91.0,92-93°F,0.45,0,90-91°F,90-91°F,latest TXN 92.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 91.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.19 outside 35-59% band
2026-07-18T14:36:12.162104+00:00,ORD,KORD,2026-07-18,90.0,2,90-91°F,0.15,0.997,5.9,GO,1,91.0,89-90°F,0.37,0,90-91°F,91-92°F,latest TXN 90.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 90.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.15 outside 35-59% band
2026-07-18T14:36:12.425448+00:00,LGA,KLGA,2026-07-18,83.0,3,82-83°F,0.17,0.455,-0.18,SKIP,0,80.0,83-84°F,0.03,0,80-81°F,≤78°F,latest TXN 83.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 7.0F over 3 runs | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.17 outside 35-59% band
2026-07-19T14:39:46.016919+00:00,LAX,KLAX,2026-07-19,76.0,1,76-77°F,0.595,0.923,2.48,GO,1,78.0,75-76°F,0.03,0,76-77°F,77-78°F,latest TXN 76.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 2.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.59 outside 35-59% band
2026-07-19T14:39:46.289015+00:00,SFO,KSFO,2026-07-19,70.0,3,70-71°F,0.115,0.835,1.62,SKIP,0,66.0,69-70°F,0.42,0,64-65°F,≤66°F,latest TXN 70.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 2.0F over 3 runs | gridpoint forecast 70.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.12 outside 35-59% band
2026-07-19T14:39:46.540577+00:00,MIA,KMIA,2026-07-19,93.0,1,92-93°F,0.645,0.953,3.02,GO,0,91.0,92-93°F,0.7,0,90-91°F,90-91°F,latest TXN 93.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 92.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.65 outside 35-59% band
2026-07-19T14:39:46.749342+00:00,ORD,KORD,2026-07-19,80.0,2,80-81°F,0.43,0.979,3.82,GO,0,80.0,80-81°F,0.56,0,78-79°F,78-79°F,latest TXN 80.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 11.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.43 in 35-59% band
2026-07-19T14:39:47.059052+00:00,LGA,KLGA,2026-07-19,82.0,3,82-83°F,0.3,0.455,-0.18,SKIP,0,83.0,82-83°F,0.28,0,80-81°F,≤79°F,latest TXN 82.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 6.0F over 3 runs | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.30 outside 35-59% band
2026-07-20T15:31:11.545747+00:00,LAX,KLAX,2026-07-20,77.0,1,76-77°F,0.125,0.972,3.56,GO,0,83.0,77-78°F,0.13,0,80-81°F,,latest TXN 77.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 75.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.12 outside 35-59% band
2026-07-20T15:31:11.699748+00:00,SFO,KSFO,2026-07-20,73.0,2,72-73°F,0.235,0.953,3.02,GO,0,72.0,73-74°F,0.14,0,70-71°F,71-72°F,latest TXN 73.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 3 runs | gridpoint forecast 73.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.23 outside 35-59% band
2026-07-20T15:31:11.870422+00:00,MIA,KMIA,2026-07-20,93.0,1,92-93°F,0.655,0.997,5.9,GO,1,93.0,93-94°F,0.43,1,92-93°F,93-94°F,latest TXN 93.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 93.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.66 outside 35-59% band
2026-07-20T15:31:12.038973+00:00,ORD,KORD,2026-07-20,86.0,2,86-87°F,0.11,0.953,3.02,GO,0,82.0,85-86°F,0.42,0,82-83°F,≤82°F,latest TXN 86.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 10.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.11 outside 35-59% band
2026-07-20T15:31:12.216951+00:00,LGA,KLGA,2026-07-20,82.0,2,82-83°F,0.285,0.997,5.9,GO,1,83.0,81-82°F,0.37,1,82-83°F,81-82°F,latest TXN 82.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 84.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-21T15:24:06.205969+00:00,LAX,KLAX,2026-07-21,79.0,2,78-79°F,0.305,0.664,0.68,WATCH,0,81.0,79-80°F,0.28,0,80-81°F,≥81°F,latest TXN 79.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 76.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.30 outside 35-59% band
2026-07-21T15:24:06.428178+00:00,SFO,KSFO,2026-07-21,86.0,4,86-87°F,0.1635,0.455,-0.18,SKIP,0,92.0,≥83°F,0.75,,90-91°F,,latest TXN 86.0F is inside/above bucket | XND=4 -> HARD SKIP (high dispersion) | NBM run-to-run spread 16.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.16 outside 35-59% band
2026-07-21T15:24:06.687952+00:00,MIA,KMIA,2026-07-21,93.0,1,92-93°F,0.705,0.997,5.9,GO,0,92.0,93-94°F,0.58,0,90-91°F,,latest TXN 93.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 0.0F over 3 runs | gridpoint forecast 93.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.70 outside 35-59% band
2026-07-21T15:24:06.961962+00:00,ORD,KORD,2026-07-21,84.0,2,84-85°F,0.51,0.979,3.82,GO,0,87.0,84-85°F,0.35,0,86-87°F,86-87°F,latest TXN 84.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 6.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.51 in 35-59% band
2026-07-21T15:24:07.203359+00:00,LGA,KLGA,2026-07-21,82.0,3,82-83°F,0.245,0.937,2.7,SKIP,1,83.0,81-82°F,0.18,1,82-83°F,81-82°F,latest TXN 82.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 0.0F over 3 runs | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.24 outside 35-59% band
2026-07-22T15:21:37.435525+00:00,LAX,KLAX,2026-07-22,78.0,2,78-79°F,0.455,0.996,5.62,GO,0,77.0,77-78°F,0.28,1,76-77°F,77-78°F,latest TXN 78.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 2.0F over 3 runs | gridpoint forecast 78.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.46 in 35-59% band
2026-07-22T15:21:37.685900+00:00,SFO,KSFO,2026-07-22,73.0,2,72-73°F,0.375,0.979,3.82,GO,1,74.0,≤73°F,0.61,,72-73°F,,latest TXN 73.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 13.0F over 3 runs | gridpoint forecast 73.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.38 in 35-59% band
2026-07-22T15:21:37.949396+00:00,MIA,KMIA,2026-07-22,93.0,1,92-93°F,0.555,0.999,6.7,GO,1,92.0,92-93°F,0.62,1,92-93°F,92-93°F,latest TXN 93.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 0.0F over 3 runs | gridpoint forecast 93.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.56 in 35-59% band
2026-07-22T15:21:38.117975+00:00,ORD,KORD,2026-07-22,74.0,2,74-75°F,0.275,0.953,3.02,GO,1,74.0,73-74°F,0.53,1,74-75°F,73-74°F,latest TXN 74.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 12.0F over 3 runs | gridpoint forecast 74.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.28 outside 35-59% band
2026-07-22T15:21:38.384492+00:00,LGA,KLGA,2026-07-22,85.0,3,84-85°F,0.155,0.455,-0.18,SKIP,0,89.0,84-85°F,0.43,1,88-89°F,84-85°F,latest TXN 85.0F is inside/above bucket | XND=3 -> HARD SKIP (high dispersion) | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 86.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.15 outside 35-59% band
2026-07-23T15:34:14.510867+00:00,LAX,KLAX,2026-07-23,81.0,2,80-81°F,0.675,0.953,3.02,GO,1,80.0,81-82°F,0.55,0,80-81°F,79-80°F,latest TXN 81.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 81.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.68 outside 35-59% band
2026-07-23T15:34:14.757534+00:00,SFO,KSFO,2026-07-23,70.0,2,70-71°F,0.375,0.979,3.82,GO,0,70.0,69-70°F,0.52,1,68-69°F,69-70°F,latest TXN 70.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 16.0F over 3 runs | gridpoint forecast 70.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.38 in 35-59% band
2026-07-23T15:34:15.040852+00:00,MIA,KMIA,2026-07-23,93.0,1,92-93°F,0.735,0.997,5.9,GO,1,93.0,92-93°F,0.8,1,92-93°F,92-93°F,latest TXN 93.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 0.0F over 3 runs | gridpoint forecast 93.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.73 outside 35-59% band
2026-07-23T15:34:15.280788+00:00,ORD,KORD,2026-07-23,79.0,2,78-79°F,0.515,0.979,3.82,GO,0,78.0,78-79°F,0.61,0,76-77°F,76-77°F,latest TXN 79.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 10.0F over 3 runs | gridpoint forecast 79.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.52 in 35-59% band
2026-07-23T15:34:15.539818+00:00,LGA,KLGA,2026-07-23,82.0,2,82-83°F,0.125,0.953,3.02,GO,0,81.0,81-82°F,0.52,0,80-81°F,79-80°F,latest TXN 82.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 82.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.12 outside 35-59% band
2026-07-24T15:15:03.071012+00:00,LAX,KLAX,2026-07-24,82.0,2,82-83°F,0.185,0.664,0.68,WATCH,0,78.0,82-83°F,0.27,0,78-79°F,,latest TXN 82.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 4.0F over 3 runs | gridpoint forecast 81.0F contradicts NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.18 outside 35-59% band
2026-07-24T15:15:03.287343+00:00,SFO,KSFO,2026-07-24,71.0,2,70-71°F,0.345,0.953,3.02,GO,1,71.0,71-72°F,0.27,1,70-71°F,71-72°F,latest TXN 71.0F is inside/above bucket | XND=2 -> favorable low dispersion | NBM run-to-run spread 3.0F over 3 runs | gridpoint forecast 71.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
2026-07-24T15:15:03.412150+00:00,MIA,KMIA,2026-07-24,92.0,1,92-93°F,0.34,0.997,5.9,GO,1,93.0,91-92°F,0.58,0,92-93°F,93-94°F,latest TXN 92.0F is inside/above bucket | XND=1 -> favorable low dispersion | NBM run-to-run spread 1.0F over 3 runs | gridpoint forecast 92.0F confirms NBM bucket side | 0.0F cushion from nearest bucket edge | market price 0.34 outside 35-59% band
